"PMID","DOI","First_Author","Year","Title","Journal","Journal_Abbrev","Publication_Type","Domain_Group","Priority_Translational_Evidence","Priority_Use_Case"
"40121304","10.1038/s41746-025-01560-y","Bai Z","2025","Predicting response to neoadjuvant chemotherapy in muscle-invasive bladder cancer via interpretable multimodal deep learning.","NPJ digital medicine","NPJ Digit Med","Journal Article","Bladder Cancer","No",""
"39928162","10.1007/s00345-025-05485-9","Bardowska K","2025","Evaluation of six novel biomarkers for predicting recurrence of non-muscle invasive bladder cancer after endoscopic resection- a prospective observational study.","World journal of urology","World J Urol","Journal Article; Observational Study","Bladder Cancer","No",""
"40104687","10.2147/RRU.S386026","Ben Muvhar R","2025","Recent Advances and Emerging Innovations in Transurethral Resection of Bladder Tumor (TURBT) for Non-Muscle Invasive Bladder Cancer: A Comprehensive Review of Current Literature.","Research and reports in urology","Res Rep Urol","Journal Article; Review","Bladder Cancer","No",""
"41010559","10.3390/jcm14186353","Beyatli M","2025","Expert Evaluation of ChatGPT-4 Responses to Upper Tract Urothelial Carcinoma Questions: A Prospective Comparative Study with Guideline-Based and Patient-Focused Queries.","Journal of clinical medicine","J Clin Med","Journal Article","Bladder Cancer","No",""
"40002643","10.3390/diagnostics15040492","Bitina-Barlote E","2025","Liquid Biopsy Based Bladder Cancer Diagnostic by Machine Learning.","Diagnostics (Basel, Switzerland)","Diagnostics (Basel)","Journal Article","Bladder Cancer","No",""
"39841985","10.2196/56946","Cabon S","2025","Combining a Risk Factor Score Designed From Electronic Health Records With a Digital Cytology Image Scoring System to Improve Bladder Cancer Detection: Proof-of-Concept Study.","Journal of medical Internet research","J Med Internet Res","Journal Article","Bladder Cancer","No",""
"40121216","10.1038/s41598-024-82909-3","Cai L","2025","Deep learning on T2WI to predict the muscle-invasive bladder cancer: a multi-center clinical study.","Scientific reports","Sci Rep","Journal Article; Multicenter Study","Bladder Cancer","No",""
"41324013","10.1016/j.eclinm.2025.103640","Cai L","2025","A non-invasive MRI-based multimodal fusion deep learning model (MF-DLM) for predicting overall survival in bladder cancer: a multicentre retrospective study.","EClinicalMedicine","EClinicalMedicine","Journal Article","Bladder Cancer","No",""
"40926363","10.2174/0115734056350444250418075406","Cao T","2025","CT-based Radiomics of Intratumoral and Peritumoral Regions to Predict the Recurrence Risk in Patients with Non-muscle-invasive Bladder Cancer within Two Years after TURBT.","Current medical imaging","Curr Med Imaging","Journal Article","Bladder Cancer","No",""
"40514253","10.1016/j.eururo.2025.05.035","Chang SS","2025","Computational Histology Artificial Intelligence (CHAI) Enhances Risk Stratification of High-grade Ta Non-muscle-invasive Bladder Cancer in a Multicenter Cohort: Comparison to Current European Association of Urology and American Urological Association Stratification Schemes.","European urology","Eur Urol","Letter","Bladder Cancer","No",""
"41039226","10.1186/s12885-025-14753-1","Chen B","2025","A study on predicting recurrence of non-muscle-invasive bladder cancer within 2 years using mp-MRI radiomics.","BMC cancer","BMC Cancer","Journal Article","Bladder Cancer","No",""
"40959568","10.7150/ijms.110096","Chen H","2025","FAM174B remodels the tumor microenvironment, inhibits the infiltration of macrophage, predicts the molecular subtype and therapeutic response of bladder cancer.","International journal of medical sciences","Int J Med Sci","Journal Article","Bladder Cancer","No",""
"40053821","10.1097/JS9.0000000000001999","Chen K","2025","Correlation of noninvasive imaging of tumour-infiltrating lymphocytes with survival and BCG immunotherapy response in patients with bladder cancer: a multicentre cohort study.","International journal of surgery (London, England)","Int J Surg","Journal Article; Multicenter Study","Bladder Cancer","No",""
"40376515","10.21037/tau-2024-688","Chen Y","2025","Identification and validation of a 9-RBPs-related gene signature associated with prognosis and immune infiltration in bladder cancer based on bioinformatics analysis and machine learning.","Translational andrology and urology","Transl Androl Urol","Journal Article","Bladder Cancer","No",""
"40381672","10.1016/j.cca.2025.120367","Cheng J","2025","Development and validation of a machine learning model based on complete blood counts to predict clinical outcomes in urothelial carcinoma patients.","Clinica chimica acta; international journal of clinical chemistry","Clin Chim Acta","Journal Article; Multicenter Study; Validation Study","Bladder Cancer","No",""
"38978228","10.1080/10408347.2024.2373923","Cheng K","2025","Applications of Biosensors in Bladder Cancer.","Critical reviews in analytical chemistry","Crit Rev Anal Chem","Journal Article; Review","Bladder Cancer","No",""
"40650155","10.3390/ijms26136378","Chung CM","2025","Integrative Analysis of GATA3 Expression and Variants as Prognostic Biomarkers in Urothelial Cancer.","International journal of molecular sciences","Int J Mol Sci","Journal Article","Bladder Cancer","No",""
"39174411","10.1016/j.eururo.2024.08.004","Colombel M","2025","Re: Predicting Non-muscle Invasive Bladder Cancer Outcomes Using Artificial Intelligence: A Systematic Review Using APPRAISE-AI.","European urology","Eur Urol","Journal Article","Bladder Cancer","No",""
"40119324","10.1186/s12885-025-13942-2","Dai L","2025","Using machine learning for predicting cancer-specific mortality in bladder cancer patients undergoing radical cystectomy: a SEER-based study.","BMC cancer","BMC Cancer","Journal Article","Bladder Cancer","No",""
"40631341","10.1177/11795549251350242","Daungsupawong H","2025","Comment on: ""Artificial Intelligence Can Facilitate Application of Risk Stratification Algorithms to Bladder Cancer Patient Case Scenarios"".","Clinical Medicine Insights. Oncology","Clin Med Insights Oncol","Letter","Bladder Cancer","No",""
"40189676","10.1038/s41598-025-96089-1","Deng Q","2025","Development and validation of interpretable machine learning models to predict distant metastasis and prognosis of muscle-invasive bladder cancer patients.","Scientific reports","Sci Rep","Journal Article","Bladder Cancer","No",""
"40893176","10.1007/s13755-025-00373-3","Ding Y","2025","Unraveling bladder cancer-related circRNA biomarkers: a hybrid model combining deep learning and statistics.","Health information science and systems","Health Inf Sci Syst","Journal Article","Bladder Cancer","No",""
"41327160","10.1186/s12885-025-15107-7","Du C","2025","Enhancing prediction accuracy for muscle invasion in bladder cancer using a dual-energy CT-based interpretable model incorporating habitat radiomics and deep learning.","BMC cancer","BMC Cancer","Journal Article","Bladder Cancer","No",""
"40781767","10.1002/mp.18021","Du Y","2025","Habitat-based radiomic model for predicting muscle invasion in bladder cancer: A multi-center study using enhanced-CT and machine learning.","Medical physics","Med Phys","Journal Article; Multicenter Study","Bladder Cancer","No",""
"40987672","10.1016/j.acra.2025.08.029","Du Y","2025","Comprehensive Assessment of Tumor Stromal Heterogeneity in Bladder Cancer by Deep Learning and Habitat Radiomics.","Academic radiology","Acad Radiol","Journal Article","Bladder Cancer","No",""
"40107091","10.1016/j.ejca.2025.115367","Duwe G","2025","Development of an artificial intelligence-generated, explainable treatment recommendation system for urothelial carcinoma and renal cell carcinoma to support multidisciplinary cancer conferences.","European journal of cancer (Oxford, England : 1990)","Eur J Cancer","Journal Article","Bladder Cancer","No",""
"39929768","10.1111/jcmm.70361","Eckhart L","2025","Machine Learning Accurately Predicts Muscle Invasion of Bladder Cancer Based on Three miRNAs.","Journal of cellular and molecular medicine","J Cell Mol Med","Journal Article","Bladder Cancer","No",""
"40234491","10.1038/s41598-025-95002-0","El-Atier RA","2025","Accurate bladder cancer diagnosis using ensemble deep leaning.","Scientific reports","Sci Rep","Journal Article","Bladder Cancer","No",""
"40273730","10.1016/j.ejca.2025.115440","Felici A","2025","Artificial intelligence to predict cancer risk, are we there yet? A comprehensive review across cancer types.","European journal of cancer (Oxford, England : 1990)","Eur J Cancer","Journal Article; Review","Bladder Cancer","No",""
"41049846","10.3389/fonc.2025.1636358","Feng R","2025","Multimodal prognostic models for bladder urothelial carcinoma: uroplakin III combined with serum and demographic data.","Frontiers in oncology","Front Oncol","Journal Article","Bladder Cancer","No",""
"39755362","10.1016/j.canlet.2025.217438","Gong Y","2025","A foundation model with weak experiential guidance in detecting muscle invasive bladder cancer on MRI.","Cancer letters","Cancer Lett","Journal Article","Bladder Cancer","No",""
"40500142","10.1080/10255842.2025.2516767","Gu Y","2025","Machine learning-driven construction and validation of an intra-tumoral heterogeneity-associated prognostic model for bladder urothelial carcinoma.","Computer methods in biomechanics and biomedical engineering","Comput Methods Biomech Biomed Engin","Journal Article","Bladder Cancer","No",""
"40167648","10.1007/s00261-025-04895-y","Guo E","2025","Optimizing bladder magnetic resonance imaging: accelerating scan time and improving image quality through deep learning.","Abdominal radiology (New York)","Abdom Radiol (NY)","Journal Article","Bladder Cancer","No",""
"40065444","10.1186/s40644-025-00849-1","Han X","2025","A CT-based interpretable deep learning signature for predicting PD-L1 expression in bladder cancer: a two-center study.","Cancer imaging : the official publication of the International Cancer Imaging Society","Cancer Imaging","Journal Article; Multicenter Study","Bladder Cancer","No",""
"41454198","10.1038/s41746-025-02232-7","He Q","2025","Prior knowledge-guided multimodal deep learning system for biomarker exploration and prognosis prediction of urothelial carcinoma.","NPJ digital medicine","NPJ Digit Med","Journal Article","Bladder Cancer","No",""
"40103464","10.2174/0115734056377754250304040058","He X","2025","A Machine Learning Model Based on Multi-Phase Contrast-enhanced CT for the Preoperative Prediction of the Muscle-Invasive Status of Bladder Cancer.","Current medical imaging","Curr Med Imaging","Journal Article","Bladder Cancer","No",""
"41244924","10.3389/fonc.2025.1664965","Hou J","2025","Explainable machine learning model predicts response to adjuvant therapy after radical cystectomy in bladder cancer.","Frontiers in oncology","Front Oncol","Journal Article","Bladder Cancer","No",""
"40456708","10.1002/jbio.202500161","Hu J","2025","Hyperspectral Imaging for Predicting Bladder Cancer Grading: A Novel Diagnostic Approach.","Journal of biophotonics","J Biophotonics","Journal Article; Research Support, Non-U.S. Gov't","Bladder Cancer","No",""
"40859961","10.1002/mco2.70324","Huang X","2025","Artificial Intelligence-Based Multimodal Prediction of Postoperative Adjuvant Immunotherapy Benefit in Urothelial Carcinoma: Results From the Phase III, Multicenter, Randomized, IMvigor010 Trial.","MedComm","MedComm (2020)","Journal Article","Bladder Cancer","No",""
"40955208","10.7759/cureus.90077","Ibraheem N","2025","Integrated Magnetic Resonance Imaging in Muscle-Invasive Bladder Cancer: A Comprehensive Review.","Cureus","Cureus","Journal Article; Review","Bladder Cancer","No",""
"40906037","10.1007/s13258-025-01677-0","Jeong IS","2025","Deep learning-driven whole-slide image analysis predicts chemo-resistance and motility subtypes in muscle-invasive bladder cancer.","Genes & genomics","Genes Genomics","Journal Article","Bladder Cancer","No",""
"40093987","10.1016/j.eclinm.2025.103125","Jiang F","2025","Deep learning-based model for prediction of early recurrence and therapy response on whole slide images in non-muscle-invasive bladder cancer: a retrospective, multicentre study.","EClinicalMedicine","EClinicalMedicine","Journal Article","Bladder Cancer","No",""
"41420667","10.1007/s12672-025-04278-1","Jiang L","2025","Innovative AI model for bladder cancer diagnosis.","Discover oncology","Discov Oncol","Journal Article","Bladder Cancer","No",""
"39472420","10.1245/s10434-024-16422-2","Jiao P","2025","Deep Learning Predicts Lymphovascular Invasion Status in Muscle Invasive Bladder Cancer Histopathology.","Annals of surgical oncology","Ann Surg Oncol","Journal Article","Bladder Cancer","No",""
"41277127","10.1080/17520363.2025.2590778","Jin T","2025","A CT-based deep learning radiomics model for predicting HER2 expression and prognosis in non-muscle-invasive bladder cancer.","Biomarkers in medicine","Biomark Med","Journal Article","Bladder Cancer","No",""
"40959811","10.4103/joc.joc_158_24","Kameda M","2025","Machine Learning of Urine Cytology Highlights Increased Neutrophil Count in Muscle-Invasive Urothelial Carcinoma.","Journal of cytology","J Cytol","Journal Article","Bladder Cancer","No",""
"41344926","10.1016/j.eururo.2025.11.010","Khene ZE","2025","Artificial Intelligence for Risk Prediction in Non-muscle-invasive Bladder Cancer: From Complexity to Clinical Clarity.","European urology","Eur Urol","Editorial","Bladder Cancer","No",""
"41426936","10.7759/cureus.97160","Khormi SA","2025","Artificial Intelligence in MRI for Urologic Oncology: A Systematic Review of Diagnostic Accuracy and Clinical Utility.","Cureus","Cureus","Journal Article; Review","Bladder Cancer","No",""
"41062388","10.1016/j.eururo.2025.09.4145","Kwong JCC","2025","Development and International Evaluation of an Artificial Intelligence-based Model (PROGRxN-BCa) Using the World Health Organization 2004/2022 Grading System to Predict Progression Risk and Improve Substratification for Non-muscle-invasive Bladder Cancer.","European urology","Eur Urol","Journal Article","Bladder Cancer","No",""
"40070785","10.3892/ol.2025.14946","Lee HY","2025","Prediction of post‑nephroureterectomy renal function in non‑dialysis upper tract urothelial carcinoma using machine learning with PyCaret and SHAP explanations.","Oncology letters","Oncol Lett","Journal Article","Bladder Cancer","No",""
"41096834","10.3390/ijms26199570","Levy J","2025","Comparative Analysis of CT and MRI Combined with RNA Sequencing for Radiogenomic Staging of Bladder Cancer.","International journal of molecular sciences","Int J Mol Sci","Comparative Study; Journal Article","Bladder Cancer","No",""
"40224987","10.21037/tcr-24-2023","Li G","2025","Enhanced prognostic prediction of cancer-specific mortality in elderly bladder cancer patients post-radical cystectomy: an XGBoost model study.","Translational cancer research","Transl Cancer Res","Journal Article","Bladder Cancer","No",""
"39455346","10.1016/j.acra.2024.09.036","Li H","2025","Coupling Habitat Radiomic Analysis with the Diversification of the Tumor ecosystem: Illuminating New Strategy in the Assessment of Postoperative Recurrence of Non-Muscle Invasive Bladder Cancer.","Academic radiology","Acad Radiol","Journal Article","Bladder Cancer","No",""
"41268830","10.2174/0115680096434051251113094536","Li H","2025","Integrative Deep Learning from H&E Images Reveals Prognostically Distinct Pathology-Based Subtypes in Bladder Cancer.","Current cancer drug targets","Curr Cancer Drug Targets","Journal Article","Bladder Cancer","No",""
"40099418","10.1089/end.2024.0860","Li KP","2025","Enhanced Artificial Intelligence in Bladder Cancer Management: A Comparative Analysis and Optimization Study of Multiple Large Language Models.","Journal of endourology","J Endourol","Comparative Study; Journal Article","Bladder Cancer","No",""
"40552483","10.1089/end.2025.0426","Li KP","2025","Response to Letter: Reply Letter to Dr. Kumar et al. on: Enhanced Artificial Intelligence in Bladder Cancer Management: A Comparative Analysis and Optimization Study of Multiple Large Language Models.","Journal of endourology","J Endourol","Letter","Bladder Cancer","No",""
"39738572","10.1007/s00261-024-04715-9","Li L","2025","A novel artificial intelligence segmentation model for early diagnosis of bladder tumors.","Abdominal radiology (New York)","Abdom Radiol (NY)","Journal Article","Bladder Cancer","No",""
"40391846","10.1002/advs.202416161","Li X","2025","Non-Invasive Tumor Budding Evaluation and Correlation with Treatment Response in Bladder Cancer: A Multi-Center Cohort Study.","Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Adv Sci (Weinh)","Journal Article; Multicenter Study","Bladder Cancer","No",""
"41079089","10.3389/fonc.2025.1591742","Lisson CG","2025","Machine learning-based radiomics for bladder cancer staging: evaluating the role of imaging timing in differentiating T2 from T3 disease.","Frontiers in oncology","Front Oncol","Journal Article","Bladder Cancer","No",""
"41031178","10.2147/JIR.S529335","Liu Z","2025","Integrating Pre- and Postoperative Systemic Inflammatory Markers for Acute Kidney Injury Prediction Following Radical Cystectomy: A Multi-Center Retrospective Study.","Journal of inflammation research","J Inflamm Res","Journal Article","Bladder Cancer","No",""
"39401682","10.1016/j.modpat.2024.100631","Lobo J","2025","Digital and Computational Pathology Applications in Bladder Cancer: Novel Tools Addressing Clinically Pressing Needs.","Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc","Mod Pathol","Journal Article; Review","Bladder Cancer","No",""
"39383345","10.1097/JU.0000000000004278","Lotan Y","2025","Predicting Response to Intravesical Bacillus Calmette-Guerin in High-Risk Nonmuscle-Invasive Bladder Cancer Using an Artificial Intelligence-Powered Pathology Assay: Development and Validation in an International 12-Center Cohort.","The Journal of urology","J Urol","Journal Article; Multicenter Study; Validation Study","Bladder Cancer","No",""
"40239974","10.1097/JU.0000000000004541","Lotan Y","2025","Artificial Intelligence Biomarkers Predict Poor Efficacy of Bacillus Calmette-Guerin Rechallenge in Previously Bacillus Calmette-Guerin-Treated Nonmuscle-Invasive Bladder Cancer.","The Journal of urology","J Urol","Editorial","Bladder Cancer","No",""
"39786584","10.1007/s00261-024-04767-x","Luo C","2025","Noninvasive identification of HER2 status by integrating multiparametric MRI-based radiomics model with the vesical imaging-reporting and data system (VI-RADS) score in bladder urothelial carcinoma.","Abdominal radiology (New York)","Abdom Radiol (NY)","Journal Article","Bladder Cancer","No",""
"40747464","10.14440/bladder.2024.0054","Mahapatra C","2025","Artificial intelligence for diagnosing bladder pathophysiology: An updated review and future prospects.","Bladder (San Francisco, Calif.)","Bladder (San Franc)","Journal Article; Review","Bladder Cancer","No",""
"40448001","10.1186/s12880-025-01727-9","Marcon J","2025","Radiomics-based differentiation of upper urinary tract urothelial and renal cell carcinoma in preoperative computed tomography datasets.","BMC medical imaging","BMC Med Imaging","Journal Article","Bladder Cancer","No",""
"40765429","10.1097/MOU.0000000000001309","Mastroleo F","2025","Artificial intelligence in muscle-invasive bladder cancer: opportunities, challenges, and clinical impact.","Current opinion in urology","Curr Opin Urol","Journal Article; Review","Bladder Cancer","No",""
"40762048","10.1080/14737140.2025.2543454","Membribes SC","2025","Established and emerging biomarkers approaches in urothelial carcinoma.","Expert review of anticancer therapy","Expert Rev Anticancer Ther","Journal Article; Review","Bladder Cancer","No",""
"41168844","10.1186/s40360-025-01016-9","Ming J","2025","Imidacloprid contributes to bladder cancer progression: preliminary evidence based on network toxicology, machine learning and molecular docking.","BMC pharmacology & toxicology","BMC Pharmacol Toxicol","Journal Article","Bladder Cancer","No",""
"40577661","10.1200/CCI-24-00249","Miyake M","2025","Deep Learning Model for Natural Language to Assess Effectiveness of Patients With Non-Muscle Invasive Bladder Cancer Receiving Intravesical Bacillus Calmette-Guerin Therapy.","JCO clinical cancer informatics","JCO Clin Cancer Inform","Journal Article","Bladder Cancer","No",""
"41595937","10.3390/bioengineering13010004","Mohamed AA","2025","Explainable Computational Imaging for Precision Oncology: An Interpretable Deep Learning Framework for Bladder Cancer Histopathology Diagnosis.","Bioengineering (Basel, Switzerland)","Bioengineering (Basel)","Journal Article","Bladder Cancer","No",""
"40566494","10.3390/life15060839","Nechifor-Boila IA","2025","Artificial Intelligence (AI) for Programmed Death Ligand-1 (PD-L1) Immunohistochemical Assessment in Urothelial Carcinomas: ""Teaching"" Cell Differentiation to AI Systems.","Life (Basel, Switzerland)","Life (Basel)","Journal Article","Bladder Cancer","No",""
"40848592","10.1016/j.ejca.2025.115733","Oka S","2025","Letter Re: Development of an artificial intelligence-generated, explainable treatment recommendation system for urothelial carcinoma and renal cell carcinoma to support multidisciplinary cancer conferences.","European journal of cancer (Oxford, England : 1990)","Eur J Cancer","Letter","Bladder Cancer","No",""
"40287344","10.1016/j.euo.2025.04.006","Packiam VT","2025","Presence of an Artificial Intelligence-powered Predictive Biomarker Is Associated with a Poor Response to Intravesical Bacillus Calmette-Guerin but Not to Intravesical Sequential Gemcitabine/Docetaxel in Patients with High-grade Non-muscle-invasive Bladder Cancer.","European urology oncology","Eur Urol Oncol","Journal Article","Bladder Cancer","No",""
"40867248","10.3390/cancers17162619","Padulles B","2025","Machine Learning-Based Gene Expression Analysis to Identify Prognostic Biomarkers in Upper Tract Urothelial Carcinoma.","Cancers","Cancers (Basel)","Journal Article","Bladder Cancer","No",""
"41136495","10.1038/s41598-025-21096-1","Park JY","2025","Multi-institutional validation of AI models for classifying urothelial neoplasms in digital pathology.","Scientific reports","Sci Rep","Journal Article; Multicenter Study; Validation Study","Bladder Cancer","No",""
"39529480","10.1097/MOU.0000000000001249","Pastorino GL","2025","The role of MRI in muscle-invasive bladder cancer: an update from the last two years.","Current opinion in urology","Curr Opin Urol","Journal Article; Review","Bladder Cancer","No",""
"40918470","10.32604/or.2025.064331","Peng L","2025","Integrating Spatial Multi-Omics and Machine Learning to Unravel the Role of PANoptosis in Bladder Cancer Prognosis and Immunotherapy Response.","Oncology research","Oncol Res","Journal Article","Bladder Cancer","No",""
"40494842","10.1038/s41698-025-00969-8","Piyawajanusorn C","2025","Predicting atezolizumab response in metastatic urothelial carcinoma patients using machine learning on integrated tumour gene expression and clinical data.","NPJ precision oncology","NPJ Precis Oncol","Journal Article","Bladder Cancer","No",""
"40247223","10.1186/s12885-025-14109-9","Qiu H","2025","Machine learning-based characterization of stemness features and construction of a stemness subtype classifier for bladder cancer.","BMC cancer","BMC Cancer","Journal Article","Bladder Cancer","No",""
"41378299","10.3389/fonc.2025.1619309","Ruojing W","2025","Deep learning-based survival analysis of bladder cancer patients in the Putuo District, Shanghai, China.","Frontiers in oncology","Front Oncol","Journal Article","Bladder Cancer","No",""
"40080780","10.1200/CCI.24.00059","Shao W","2025","Novel Computational Pipeline Enables Reliable Diagnosis of Inverted Urothelial Papilloma and Distinguishes It From Urothelial Carcinoma.","JCO clinical cancer informatics","JCO Clin Cancer Inform","Journal Article","Bladder Cancer","No",""
"40410301","10.1038/s41598-025-02767-5","Sharma P","2025","Bladder lesion detection using EfficientNet and hybrid attention transformer through attention transformation.","Scientific reports","Sci Rep","Journal Article","Bladder Cancer","No",""
"40687668","10.21037/tau-2025-28","Shen J","2025","Immune-related genes can accurately predict survival in bladder cancer: a retrospective study via two independent immunotherapy cohorts.","Translational andrology and urology","Transl Androl Urol","Journal Article","Bladder Cancer","No",""
"41298892","10.1038/s41698-025-01195-y","Shen J","2025","Bladder cancer diagnostic and prognostic models from DNA methylation by multi algorithm machine learning.","NPJ precision oncology","NPJ Precis Oncol","Journal Article","Bladder Cancer","No",""
"41463635","10.3390/bioengineering12121338","Song M","2025","Beyond VI-RADS Uncertainty: Leveraging Spatiotemporal DCE-MRI to Predict Bladder Cancer Muscle Invasion.","Bioengineering (Basel, Switzerland)","Bioengineering (Basel)","Journal Article","Bladder Cancer","No",""
"41272207","10.1038/s41598-025-27593-7","Sun D","2025","Evaluating the reliability of large language models for clinical data extraction in bladder cancer prognosis.","Scientific reports","Sci Rep","Journal Article","Bladder Cancer","No",""
"40842585","10.3389/fonc.2025.1644250","Sun H","2025","A multi-data fusion deep learning model for prognostic prediction in upper tract urothelial carcinoma.","Frontiers in oncology","Front Oncol","Journal Article","Bladder Cancer","No",""
"40547707","10.1021/acsomega.5c01496","Sun M","2025","Integrated Multiomics Analysis and Machine Learning Approaches in Bladder Cancer: Unveiling the Impact of Immunogenic Cell Death and Its Key Gene SLC2A3 on Prognosis and Personalized Treatment Strategies.","ACS omega","ACS Omega","Journal Article","Bladder Cancer","No",""
"40978552","10.1155/humu/2227219","Sun Y","2025","PAQR4: A Critical Senescence-Related Gene Influencing Immune Evasion and Metastasis in Bladder Urothelial Carcinoma.","Human mutation","Hum Mutat","Journal Article","Bladder Cancer","No",""
"39455543","10.1007/s10278-024-01228-1","Sunnetci KM","2025","Comparative Bladder Cancer Tissues Prediction Using Vision Transformer.","Journal of imaging informatics in medicine","J Imaging Inform Med","Comparative Study; Journal Article","Bladder Cancer","No",""
"39991573","10.7150/jca.105066","Tan Z","2025","Integrative multi-omics and machine learning identify a robust signature for discriminating prognosis and therapeutic targets in bladder cancer.","Journal of Cancer","J Cancer","Journal Article","Bladder Cancer","No",""
"41001025","10.3389/fonc.2025.1607173","Tang Q","2025","Development and validation of a risk prediction model for distant metastasis in muscle-invasive bladder cancer: a retrospective study integrating SEER data with external validation cohort and biomarker analysis.","Frontiers in oncology","Front Oncol","Journal Article","Bladder Cancer","No",""
"40122457","10.1016/j.ajpath.2025.01.016","Teng F","2025","Machine Learning and Mendelian Randomization Reveal a Tumor Immune Cell Profile for Predicting Bladder Cancer Risk and Immunotherapy Outcomes.","The American journal of pathology","Am J Pathol","Journal Article","Bladder Cancer","No",""
"40295062","10.21873/anticanres.17572","Tung CH","2025","Light Bladder Net: Non-invasive Bladder Cancer Prediction by Weighted Deep Learning Approaches and Graphical Data Transformation.","Anticancer research","Anticancer Res","Evaluation Study; Journal Article; Validation Study","Bladder Cancer","No",""
"40817408","10.1038/s41598-025-15801-3","Veliskova M","2025","The role of spectral characteristics of urine in bladder cancer diagnostics.","Scientific reports","Sci Rep","Journal Article","Bladder Cancer","No",""
"40550189","10.1016/j.suronc.2025.102253","Vetsch T","2025","Preoperative prediction of severe short-term complications in patients with bladder cancer undergoing radical cystectomy.","Surgical oncology","Surg Oncol","Journal Article","Bladder Cancer","No",""
"40597924","10.1186/s12885-025-14279-6","Wang B","2025","Multi-machine learning model based on radiomics features to predict prognosis of muscle-invasive bladder cancer.","BMC cancer","BMC Cancer","Journal Article","Bladder Cancer","No",""
"40401561","10.1002/iub.70028","Wang C","2025","Discovery and Validation of a New Biomarker Integrating Ferroptosis and Glycolysis-Related Genes in Bladder Cancer.","IUBMB life","IUBMB Life","Journal Article; Research Support, Non-U.S. Gov't","Bladder Cancer","No",""
"41242671","10.1016/j.jbi.2025.104959","Wang X","2025","Unveiling novel bladder cancer associations from multicentred primary and secondary care electronic health records by machine learning: a case-control study.","Journal of biomedical informatics","J Biomed Inform","Journal Article; Multicenter Study","Bladder Cancer","No",""
"40457401","10.1186/s12916-025-04163-2","Wang Y","2025","Unsupervised learning-based quantitative analysis of CT intratumoral subregions predicts risk stratification of bladder cancer patients.","BMC medicine","BMC Med","Journal Article","Bladder Cancer","No",""
"40528211","10.1186/s12967-025-06682-1","Wang Z","2025","Pathway-based cancer transcriptome deciphers a high-resolution intrinsic heterogeneity within bladder cancer classification.","Journal of translational medicine","J Transl Med","Journal Article","Bladder Cancer","No",""
"40170507","10.1002/nau.70040","Woo SJQ","2025","Machine Vision Augmentation to Detect Detrusor Overactivity in Overactive Bladder: A Frontier of Artificial Intelligence Application in Functional Urology-Proof of Concept Clinical Study.","Neurourology and urodynamics","Neurourol Urodyn","Journal Article","Bladder Cancer","No",""
"40382748","10.1186/s13244-025-01988-6","Xiao B","2025","Deep learning feature-based model for predicting lymphovascular invasion in urothelial carcinoma of bladder using CT images.","Insights into imaging","Insights Imaging","Journal Article","Bladder Cancer","No",""
"41462442","10.1186/s12880-025-02060-x","Xiao B","2025","An interpretable machine learning model based on CT imaging for predicting lymphovascular invasion and survival in bladder urothelial carcinoma: a multicenter study.","BMC medical imaging","BMC Med Imaging","Journal Article; Multicenter Study","Bladder Cancer","No",""
"41225338","10.1186/s12866-025-04455-w","Xie H","2025","XGBoost-based urinary microbial signatures enable non-invasive diagnosis and prognosis for urothelial carcinoma.","BMC microbiology","BMC Microbiol","Journal Article","Bladder Cancer","No",""
"39954510","10.1016/j.cmpb.2025.108645","Xu J","2025","An accurate and trustworthy deep learning approach for bladder tumor segmentation with uncertainty estimation.","Computer methods and programs in biomedicine","Comput Methods Programs Biomed","Journal Article","Bladder Cancer","No",""
"40427675","10.3390/biology14050486","Yang J","2025","Integration of Single-Cell and Bulk Transcriptome to Reveal an Endothelial Transition Signature Predicting Bladder Cancer Prognosis.","Biology","Biology (Basel)","Journal Article","Bladder Cancer","No",""
"40317981","10.1002/cncy.70017","Yang WL","2025","Does artificial intelligence redefine nuclear-to-cytoplasmic ratio threshold for diagnosing high-grade urothelial carcinoma?","Cancer cytopathology","Cancer Cytopathol","Journal Article","Bladder Cancer","No",""
"41228219","10.3390/cancers17213425","Yang Z","2025","Urinary Biomarkers in Bladder Cancer: FDA-Approved Tests and Emerging Tools for Diagnosis and Surveillance.","Cancers","Cancers (Basel)","Journal Article; Review","Bladder Cancer","No",""
"39258759","10.1002/jmri.29592","Yazdani Nia I","2025","Editorial for ""Multiparametric MRI-Based Deep Learning Radiomics Model for Assessing 5-Year Recurrence Risk in Non-Muscle Invasive Bladder Cancer"".","Journal of magnetic resonance imaging : JMRI","J Magn Reson Imaging","Editorial","Bladder Cancer","No",""
"39964991","10.1371/journal.pone.0311637","Ye Z","2025","Unsupervised neural network-based image stitching method for bladder endoscopy.","PloS one","PLoS One","Journal Article","Bladder Cancer","No",""
"40787990","10.1097/JS9.0000000000003140","Yu N","2025","CT-based radiomics signature of visceral adipose tissue for prediction of early recurrence in patients with NMIBC: a multicentre cohort study.","International journal of surgery (London, England)","Int J Surg","Journal Article; Multicenter Study","Bladder Cancer","No",""
